Iter = 1, PhenoGraph_k = 30, complete_graph (percentile=95,k=10), Overall Survival, Number of Groups = 5, p-value = 0.00117
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 11, p-value = 0.17577
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 10, p-value = 0.07768
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 8, p-value = 0.03348
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 8, p-value = 0.09180
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 9, p-value = 0.04279
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 10, p-value = 0.19691
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 10, p-value = 0.22950
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 9, p-value = 0.11331
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 8, p-value = 0.07221
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 7, p-value = 0.01595
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 7, p-value = 0.04008
Iter = 3, PhenoGraph_k = 100, complete_graph (percentile=95,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.03197
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=95,k=10), Disease-specific Survival, Number of Groups = 10, p-value = 0.02239
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=90,k=10), Disease-specific Survival, Number of Groups = 8, p-value = 0.00582
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=85,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.02706
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=80,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.05058
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=75,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.02523
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=70,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.03562
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=65,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.03129
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=60,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.03129
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=55,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.01788
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=50,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.02178
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=3), Disease-specific Survival, Number of Groups = 9, p-value = 0.74570
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=5), Disease-specific Survival, Number of Groups = 11, p-value = 0.00133
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=10), Disease-specific Survival, Number of Groups = 11, p-value = 0.01502
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=15), Disease-specific Survival, Number of Groups = 11, p-value = 0.06604
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=20), Disease-specific Survival, Number of Groups = 10, p-value = 0.09085
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=25), Disease-specific Survival, Number of Groups = 8, p-value = 0.00557
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=30), Disease-specific Survival, Number of Groups = 8, p-value = 0.01823
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=3), Disease-specific Survival, Number of Groups = 9, p-value = 0.00927
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=5), Disease-specific Survival, Number of Groups = 10, p-value = 0.04177
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=10), Disease-specific Survival, Number of Groups = 10, p-value = 0.08642
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=15), Disease-specific Survival, Number of Groups = 9, p-value = 0.03198
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=20), Disease-specific Survival, Number of Groups = 8, p-value = 0.15988
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=25), Disease-specific Survival, Number of Groups = 7, p-value = 0.00454
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=30), Disease-specific Survival, Number of Groups = 7, p-value = 0.00638
Iter = 3, PhenoGraph_k = 100, complete_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.05315
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=95,k=10), Relapse-free Survival, Number of Groups = 10, p-value = 0.02924
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=90,k=10), Relapse-free Survival, Number of Groups = 8, p-value = 0.07467
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=85,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.03903
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=80,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.06333
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=75,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.04689
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=70,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.05892
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=65,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.05165
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=60,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.05165
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=55,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.02664
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=50,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.03654
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 9, p-value = 0.64731
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 11, p-value = 0.04010
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 11, p-value = 0.06589
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 11, p-value = 0.17577
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 10, p-value = 0.07768
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 8, p-value = 0.03348
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 8, p-value = 0.09180
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 9, p-value = 0.04279
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 10, p-value = 0.19691
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 10, p-value = 0.22950
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 9, p-value = 0.11331
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 8, p-value = 0.07221
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 7, p-value = 0.01595
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 7, p-value = 0.04008
Iter = 4, PhenoGraph_k = 100, complete_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.07156
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=95,k=10), Relapse-free Survival, Number of Groups = 8, p-value = 0.09601
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=90,k=10), Relapse-free Survival, Number of Groups = 8, p-value = 0.21809
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=85,k=10), Relapse-free Survival, Number of Groups = 7, p-value = 0.19320
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=80,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.17107
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=75,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.13845
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=70,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.11634
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=65,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.11873
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=60,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.15348
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=55,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.14674
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=50,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.08471
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 9, p-value = 0.30109
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 10, p-value = 0.02892
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 10, p-value = 0.03388
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 10, p-value = 0.25654
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 9, p-value = 0.26504
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 8, p-value = 0.01902
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 8, p-value = 0.24356
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 11, p-value = 0.04616
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 9, p-value = 0.04984
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 9, p-value = 0.21305
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 9, p-value = 0.23805
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 7, p-value = 0.03240
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 7, p-value = 0.02390
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 6, p-value = 0.04893
Iter = 4, PhenoGraph_k = 100, complete_graph (percentile=95,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.03494
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=95,k=10), Disease-specific Survival, Number of Groups = 8, p-value = 0.01466
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=90,k=10), Disease-specific Survival, Number of Groups = 8, p-value = 0.04219
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=85,k=10), Disease-specific Survival, Number of Groups = 7, p-value = 0.05791
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=80,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.12288
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=75,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.08975
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=70,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.03254
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=65,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.04242
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=60,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.04883
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=55,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.04818
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=50,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.02296
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=3), Disease-specific Survival, Number of Groups = 9, p-value = 0.23435
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=5), Disease-specific Survival, Number of Groups = 10, p-value = 0.07902
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=10), Disease-specific Survival, Number of Groups = 10, p-value = 0.00425
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=15), Disease-specific Survival, Number of Groups = 10, p-value = 0.08370
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=20), Disease-specific Survival, Number of Groups = 9, p-value = 0.19573
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=25), Disease-specific Survival, Number of Groups = 8, p-value = 0.00357
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=30), Disease-specific Survival, Number of Groups = 8, p-value = 0.12524
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=3), Disease-specific Survival, Number of Groups = 11, p-value = 0.02676
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=5), Disease-specific Survival, Number of Groups = 9, p-value = 0.10592
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=10), Disease-specific Survival, Number of Groups = 9, p-value = 0.20520
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=15), Disease-specific Survival, Number of Groups = 9, p-value = 0.12240
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=20), Disease-specific Survival, Number of Groups = 7, p-value = 0.01071
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=25), Disease-specific Survival, Number of Groups = 7, p-value = 0.00796
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=30), Disease-specific Survival, Number of Groups = 6, p-value = 0.02241
Iter = 4, PhenoGraph_k = 100, complete_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.07156
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=95,k=10), Relapse-free Survival, Number of Groups = 8, p-value = 0.09601
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=90,k=10), Relapse-free Survival, Number of Groups = 8, p-value = 0.21809
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=85,k=10), Relapse-free Survival, Number of Groups = 7, p-value = 0.19320
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=80,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.17107
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=75,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.13845
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=70,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.11634
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=65,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.11873
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=60,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.15348
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=55,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.14674
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=50,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.08471
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 9, p-value = 0.30109
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 10, p-value = 0.02892
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 10, p-value = 0.03388
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 10, p-value = 0.25654
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 9, p-value = 0.26504
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 8, p-value = 0.01902
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 8, p-value = 0.24356
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 11, p-value = 0.04616
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 9, p-value = 0.04984
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 9, p-value = 0.21305
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 9, p-value = 0.23805
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 7, p-value = 0.03240
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 7, p-value = 0.02390
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 6, p-value = 0.04893
Iter = 4, PhenoGraph_k = 100, complete_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.07156
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=95,k=10), Relapse-free Survival, Number of Groups = 8, p-value = 0.09601
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=90,k=10), Relapse-free Survival, Number of Groups = 8, p-value = 0.21809
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=85,k=10), Relapse-free Survival, Number of Groups = 7, p-value = 0.19320
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=80,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.17107
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=75,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.13845
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=70,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.11634
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=65,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.11873
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=60,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.15348
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=55,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.14674
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=50,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.08471
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 9, p-value = 0.30109
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 10, p-value = 0.02892
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 10, p-value = 0.03388
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 10, p-value = 0.25654
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 9, p-value = 0.26504
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 8, p-value = 0.01902
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 8, p-value = 0.24356
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 11, p-value = 0.04616
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 9, p-value = 0.04984
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 9, p-value = 0.21305
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 9, p-value = 0.23805
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 7, p-value = 0.03240
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 7, p-value = 0.02390
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 6, p-value = 0.04893
Iter = 4, PhenoGraph_k = 100, complete_graph (percentile=95,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.03494
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=95,k=10), Disease-specific Survival, Number of Groups = 8, p-value = 0.01466
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=90,k=10), Disease-specific Survival, Number of Groups = 8, p-value = 0.04219
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=85,k=10), Disease-specific Survival, Number of Groups = 7, p-value = 0.05791
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=80,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.12288
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=75,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.08975
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=70,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.03254
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=65,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.04242
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=60,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.04883
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=55,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.04818
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=50,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.02296
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=3), Disease-specific Survival, Number of Groups = 9, p-value = 0.23435
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=5), Disease-specific Survival, Number of Groups = 10, p-value = 0.07902
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=10), Disease-specific Survival, Number of Groups = 10, p-value = 0.00425
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=15), Disease-specific Survival, Number of Groups = 10, p-value = 0.08370
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=20), Disease-specific Survival, Number of Groups = 9, p-value = 0.19573
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=25), Disease-specific Survival, Number of Groups = 8, p-value = 0.00357
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=30), Disease-specific Survival, Number of Groups = 8, p-value = 0.12524
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=3), Disease-specific Survival, Number of Groups = 11, p-value = 0.02676
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=5), Disease-specific Survival, Number of Groups = 9, p-value = 0.10592
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=10), Disease-specific Survival, Number of Groups = 9, p-value = 0.20520
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=15), Disease-specific Survival, Number of Groups = 9, p-value = 0.12240
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=20), Disease-specific Survival, Number of Groups = 7, p-value = 0.01071
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=25), Disease-specific Survival, Number of Groups = 7, p-value = 0.00796
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=30), Disease-specific Survival, Number of Groups = 6, p-value = 0.02241
Iter = 4, PhenoGraph_k = 100, complete_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.07156
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=95,k=10), Relapse-free Survival, Number of Groups = 8, p-value = 0.09601
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=90,k=10), Relapse-free Survival, Number of Groups = 8, p-value = 0.21809
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=85,k=10), Relapse-free Survival, Number of Groups = 7, p-value = 0.19320
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=80,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.17107
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=75,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.13845
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=70,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.11634
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=65,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.11873
